id,status,name,name_en,province,amphoe,tambon,lat,lng,first_seen,sessions,photo,motdang_url
cm-ovt-3eb1e937-3353-481c-9960-a205da955f0b,confirmed,Roastniyom Coffee,Roastniyom Coffee,cm,เมืองเชียงใหม่,หนองหอย,18.75710105895996,99.00030517578125,2026-09-23,1,,https://motdang.net/cm/p/roastniyom-coffee-31937335348199602059550.html
cm-ovt-40e8e0dd-838d-4265-b554-e43ceec751a1,confirmed,หมออ๋อง เลอลลิน คลินิก,,cm,เมืองเชียงใหม่,ท่าศาลา,18.763367652893066,99.02698516845703,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-050-l.jpg,https://motdang.net/cm/p/40808384265554437511.html
cm-ovt-422f1805-3db7-4fe2-aef1-6128e982680d,confirmed,JA Auto Group,JA Auto Group,cm,เมืองเชียงใหม่,ท่าศาลา,18.778321266174316,99.0421371459961,2026-09-23,1,,https://motdang.net/cm/p/ja-auto-group-4221805374216128982680.html
cm-ovt-4418bba0-5f7a-487c-8981-ea43fe90f442,confirmed,สหกรณ์การเกษตรเมืองเชียงใหม่ จำกัด,,cm,เมืองเชียงใหม่,สุเทพ,18.77639675140381,98.9765625,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-4418bba0-5f7a-487c-8981-ea43fe90f442.jpg,https://motdang.net/cm/p/441805748789814390442.html
cm-ovt-47aa87b0-2159-4686-94f7-686bd683fb9a,confirmed,ไพบูลย์ ดอกไม้แห้ง,,cm,เมืองเชียงใหม่,ท่าศาลา,18.772530555725098,99.04159545898438,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-47aa87b0-2159-4686-94f7-686bd683fb9a.jpg,https://motdang.net/cm/p/47870215946869476866839.html
cm-ovt-4af111ad-27ee-404b-b5da-f07bbaaa63b2,confirmed,IS Cafe,IS Cafe,cm,เมืองเชียงใหม่,ท่าศาลา,18.76776123046875,99.04115295410156,2026-09-23,1,,https://motdang.net/cm/p/is-cafe-411127404507632.html
cm-ovt-4c1a75e3-91e0-4d88-83f7-aa66177d518a,confirmed,ร้านแรด เชียงใหม่,,cm,เมืองเชียงใหม่,ท่าศาลา,18.7651424407959,99.03492736816406,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-032-l.jpg,https://motdang.net/cm/p/4175391048883766177518.html
cm-ovt-4e7e3c59-d782-4fdb-82c0-7ef8d1ea635c,confirmed,ครัวจีน,,cm,เมืองเชียงใหม่,ป่าแดด,18.76320743560791,98.99264526367188,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-145-l.jpg,https://motdang.net/cm/p/473597824820781635.html
cm-ovt-5043732e-f0c1-4068-8a4d-b7017519ff9a,confirmed,K-Perfect Nails & Spa - Singharat,K-Perfect Nails & Spa - Singharat,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79188060760498,98.98200225830078,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-5043732e-f0c1-4068-8a4d-b7017519ff9a.jpg,https://motdang.net/cm/p/k-perfect-nails-spa-singharat-50437320140688470175199.html
cm-ovt-52780e3b-d205-4d0a-a454-c02d4cbb8006,confirmed,OSK Barber Shop,OSK Barber Shop,cm,เมืองเชียงใหม่,ศรีภูมิ,18.791584968566895,98.98223114013672,2026-09-23,1,,https://motdang.net/cm/p/osk-barber-shop-527803205404540248006.html
cm-ovt-5323da89-7691-4bbf-8dc8-ba7591aeb76e,confirmed,เชียงใหม่กะทิสด,,cm,เมืองเชียงใหม่,หนองหอย,18.76134967803955,99.01907348632812,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-071-r.jpg,https://motdang.net/cm/p/5323897691488759176.html
cm-ovt-5843ceff-ff10-4abb-bbb5-7b0267707ee7,confirmed,ธนบุรีศึกษา,,cm,เมืองเชียงใหม่,หนองหอย,18.763427734375,99.02487182617188,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-055-r.jpg,https://motdang.net/cm/p/58431045702677077.html
cm-ovt-636bc24a-693f-4f80-b0d8-860b3b0c3286,confirmed,Queen Nail Salon - Waxing & Eyelash Nail spa Wax,Queen Nail Salon - Waxing & Eyelash Nail spa Wax,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79284954071045,98.9820556640625,2026-09-23,1,,https://motdang.net/cm/p/queen-nail-salon-waxing-eyelash-nail-spa-wax-6362469348008860303286.html
cm-ovt-63cff9bc-3c89-467d-be0b-f1433638d2e4,confirmed,ติวศิลปะ สถาปัตย์ เชียงใหม่ รุ่ง รุ่ง รุ่ง 062-5455661 id rung2442,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.792771339416504,98.98213195800781,2026-09-23,1,,https://motdang.net/cm/p/062-5455661-id-rung2442-6393894670143363824.html
cm-ovt-6411231f-d3ff-4a8d-8eda-32c2489ff333,confirmed,Airport Film Coating,Airport Film Coating,cm,เมืองเชียงใหม่,ป่าแดด,18.761314392089844,98.99602508544922,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-133-r.jpg,https://motdang.net/cm/p/airport-film-coating-64112313488322489333.html
cm-ovt-6494f372-70cf-4af1-8b90-1801f8017260,confirmed,Regale International Travel (รีเกล อินเตอร์เนชั่นแนล แทรเวล),,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79100227355957,98.98234558105469,2026-09-23,1,,https://motdang.net/cm/p/regale-international-travel-6494372704189018018017260.html
cm-ovt-662af26f-073d-4107-b58a-ffc206f5a8b8,confirmed,เจเจ.ออโต้ไทร์,,cm,เมืองเชียงใหม่,ท่าศาลา,18.776338577270508,99.04220581054688,2026-09-23,1,,https://motdang.net/cm/p/66226073410758206588.html
cm-ovt-66d036d1-96b6-4819-aa73-50a963f4337d,confirmed,สะพานแม่น้ำปิง Ping River Bridge,,cm,เมืองเชียงใหม่,ป่าแดด,18.760188102722168,98.9969711303711,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-128-l.jpg,https://motdang.net/cm/p/ping-river-bridge-660361966481973509634337.html
cm-ovt-693603c8-04e7-43e6-a8e2-337b87479708,confirmed,เชียงใหม่สื่อสาร T.Ham Shop,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.789620399475098,98.97907257080078,2026-09-23,1,,https://motdang.net/cm/p/t-ham-shop-69360380474368233787479708.html
cm-ovt-69abe54d-1fcd-411b-a144-e174af2d5bca,confirmed,KFC,KFC,cm,เมืองเชียงใหม่,ช้างคลาน,18.76667594909668,98.9886474609375,2026-09-23,1,,https://motdang.net/cm/p/kfc-6954141114417425.html
cm-ovt-6b8d7cf0-1e26-418e-8ace-9dd49eed8a9f,confirmed,ร้านเพาเวอร์จูเนียร์,,cm,เมืองเชียงใหม่,,18.776406288146973,98.97660827636719,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-223-l.jpg,https://motdang.net/cm/p/6870126418894989.html
cm-ovt-6d9236eb-fa26-4a8f-b4da-0eda7d53abc0,confirmed,รังษิมา เซรามิค,,cm,เมืองเชียงใหม่,ท่าศาลา,18.768729209899902,99.0400161743164,2026-09-23,1,,https://motdang.net/cm/p/692362648407530.html
cm-ovt-6de99624-2a2d-44f6-821d-1f53a197f33a,confirmed,Krudam Gym Chiang Mai,Krudam Gym Chiang Mai,cm,เมืองเชียงใหม่,สุเทพ,18.78355884552002,98.97726440429688,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-245-l.jpg,https://motdang.net/cm/p/krudam-gym-chiang-mai-6996242244682115319733.html
cm-ovt-75cd6e3b-73b1-4f1f-9a39-0c85773b588f,confirmed,อู่เกียรติบริการ,,cm,เมืองเชียงใหม่,หนองหอย,18.757258415222168,99.00582885742188,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-105-l.jpg,https://motdang.net/cm/p/756373141939085773588.html
cm-ovt-7979a4d0-5ed4-46bf-84a0-7dae22b30f1d,confirmed,Siri Lanna Massage1,Siri Lanna Massage1,cm,เมืองเชียงใหม่,ศรีภูมิ,18.791563987731934,98.98223114013672,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-7979a4d0-5ed4-46bf-84a0-7dae22b30f1d.jpg,https://motdang.net/cm/p/siri-lanna-massage1-7979405446840722301.html
cm-ovt-7c2fdcd5-7285-46dd-8d27-c5c0782e7863,confirmed,น้ำหอมและบรรจุภัณฑ์ล้านนา เซนท์ตี้,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.789755821228027,98.97843170166016,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-297-l.jpg,https://motdang.net/cm/p/725728546827507827863.html
cm-ovt-7eb925e3-133f-4bb2-8ff0-d6bc1772b4a9,confirmed,Kids Ark Foundation,Kids Ark Foundation,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79290771484375,98.98202514648438,2026-09-23,1,,https://motdang.net/cm/p/kids-ark-foundation-7925313342806177249.html
cm-ovt-7f05e41f-abda-44c3-9bc5-3a9a2626e3c4,confirmed,ปิยะภัณฑ์ปากช่องหินกาบ,,cm,เมืองเชียงใหม่,ท่าศาลา,18.768814086914062,99.04051971435547,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-aa1911-129-l.jpg,https://motdang.net/cm/p/705414439539262634.html
cm-ovt-81a0b56e-e346-4cf7-8d56-1285ce6ee8c2,confirmed,Toyota Sure Chiang Mai,Toyota Sure Chiang Mai,cm,เมืองเชียงใหม่,,18.773056030273438,98.9764633178711,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-81a0b56e-e346-4cf7-8d56-1285ce6ee8c2.jpg,https://motdang.net/cm/p/toyota-sure-chiang-mai-81056346478561285682.html
cm-ovt-8249749b-e2e7-4b88-aba4-d2c5ed988b21,confirmed,สถานีบริการน้ำมัน ปตท.ร่วมมิตรปิโตรเลี่ยม 168,,cm,เมืองเชียงใหม่,ป่าแดด,18.76767063140869,98.98170471191406,2026-09-23,1,,https://motdang.net/cm/p/168-82497492748842598821.html
cm-ovt-837bac67-8960-4fc3-91e3-ed0127418cb2,confirmed,บริษัท ชับบ์สามัคคีประกันภัย สาขาเชียงใหม่ ถนนมหิดล,,cm,เมืองเชียงใหม่,หนองหอย,18.75801181793213,99.00843811035156,2026-09-23,1,,https://motdang.net/cm/p/8376789604391301274182.html
cm-ovt-8735b55d-9edd-4a24-bae7-3aa1c7ae3a57,confirmed,ครูพายุ สอนว่ายน้ำ,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.793232917785645,98.98247528076172,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-376-r.jpg,https://motdang.net/cm/p/87355594247317357.html
cm-ovt-8de02d4a-e9a4-4c36-90d3-f37ac8a80d79,confirmed,โรงเรียนอภัยอริยศึกษา,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79298210144043,98.9817123413086,2026-09-23,1,,https://motdang.net/cm/p/8024944369033788079.html
cm-ovt-8eb99adc-6122-4f05-81d8-b8d10470619d,confirmed,"TL Residences Services Co., Ltd.","TL Residences Services Co., Ltd.",cm,เมืองเชียงใหม่,ป่าแดด,18.767902374267578,98.97918701171875,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-190-l.jpg,https://motdang.net/cm/p/tl-residences-services-co-ltd-8996122405818810470619.html
cm-ovt-8f2a801c-1c07-4fb6-98ad-3a1995878614,confirmed,Minimal coffee - สี่แยกสนามบิน,,cm,เมืองเชียงใหม่,สุเทพ,18.77586078643799,98.97649383544922,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-222-l.jpg,https://motdang.net/cm/p/minimal-coffee-82801107469831995878614.html
cm-ovt-936df002-b21d-4593-a3b2-7850b80eebe2,confirmed,Chiza Hostel Chiangmai,Chiza Hostel Chiangmai,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79122829437256,98.98236846923828,2026-09-23,1,,https://motdang.net/cm/p/chiza-hostel-chiangmai-936002214593327850802.html
cm-ovt-95158348-0989-4bbe-8df7-4312ca9d87ca,confirmed,ข้าวหมูทอด ตั้ง ตัว ฮะ,,cm,เมืองเชียงใหม่,ท่าศาลา,18.767457008361816,99.03982543945312,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-aa1911-133-r.jpg,https://motdang.net/cm/p/9515834809894874312987.html
cm-ovt-95e8770a-1181-4249-9c34-c4e31467ebe7,confirmed,ร้านอาหารพื้นเมืองเชียงใหม่ ลุงรัตน์ไก่อบฟาง ลาบ น้ำพริกอ่อง น้ำพริกหนุ่ม,,cm,เมืองเชียงใหม่,หนองหอย,18.75796604156494,99.00035858154297,2026-09-23,1,,https://motdang.net/cm/p/958770118142499344314677.html
cm-ovt-9950505e-cb51-466f-89df-eae255112d80,confirmed,Finnix Film,Finnix Film,cm,เมืองเชียงใหม่,ป่าแดด,18.767762184143066,98.98050689697266,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-9950505e-cb51-466f-89df-eae255112d80.jpg,https://motdang.net/cm/p/finnix-film-9950505514668925511280.html
cm-ovt-9e6de024-d207-407f-a266-e24f0b26076a,confirmed,T-Racing Shop,T-Racing Shop,cm,เมืองเชียงใหม่,หนองหอย,18.758237838745117,98.99968719482422,2026-09-23,1,,https://motdang.net/cm/p/t-racing-shop-9602420740726624026076.html
cm-ovt-9e992ea0-569f-4bdf-a1aa-090e6ade541f,confirmed,ลำดีบุฟเฟ่ต์แจ่วฮ้อน,,cm,เมืองเชียงใหม่,ท่าศาลา,18.767226219177246,99.04015350341797,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-aa1911-133-f.jpg,https://motdang.net/cm/p/99920569410906541.html
cm-ovt-9f2d3e74-1e5e-4b52-8e7f-0573ce254337,confirmed,แพลทินั่ม แอร์พอร์ต,,cm,เมืองเชียงใหม่,ป่าแดด,18.768396377563477,98.97747039794922,2026-09-23,1,,https://motdang.net/cm/p/9237415452870573254337.html
cm-ovt-a3d186b8-bf92-439a-b82a-1ddf07eb883c,confirmed,7-11ปตท.หายยา,,cm,เมืองเชียงใหม่,ช้างคลาน,18.76802921295166,98.98361206054688,2026-09-23,1,,https://motdang.net/cm/p/7-11-318689243982107883.html
cm-ovt-a7f179b0-ce4e-4b7d-9b7c-838e40c4bed6,confirmed,The Spacebar,The Spacebar,cm,เมืองเชียงใหม่,สุเทพ,18.775792121887207,98.97647094726562,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-a7f179b0-ce4e-4b7d-9b7c-838e40c4bed6.jpg,https://motdang.net/cm/p/the-spacebar-71790447978384046.html
cm-ovt-a86be3f0-3a59-4ae7-83c9-b1b19a2a32d2,confirmed,สิงหราช เภสัช,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.791029930114746,98.98235321044922,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-a86be3f0-3a59-4ae7-83c9-b1b19a2a32d2.jpg,https://motdang.net/cm/p/8630359478391192322.html
cm-ovt-a994bd50-cf13-4313-9dda-33a95a4c36ff,confirmed,Chiangmai Muay Thai Gym,Chiangmai Muay Thai Gym,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79315185546875,98.98247528076172,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-a994bd50-cf13-4313-9dda-33a95a4c36ff.jpg,https://motdang.net/cm/p/chiangmai-muay-thai-gym-9945013431393395436.html
cm-ovt-a9bdaf1f-2d5a-4fd7-b61b-9c64691eaff2,confirmed,Big Tree Old Town Hotel,Big Tree Old Town Hotel,cm,เมืองเชียงใหม่,ศรีภูมิ,18.791629791259766,98.97850036621094,2026-09-23,1,,https://motdang.net/cm/p/big-tree-old-town-hotel-912547619646912.html
cm-ovt-ac32c9a6-a965-4f3a-9e78-f26fe53ea9c8,confirmed,Guarantee Haircut Hair Salon,Guarantee Haircut Hair Salon,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79289722442627,98.98199462890625,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-361-r.jpg,https://motdang.net/cm/p/guarantee-haircut-hair-salon-329696543978265398.html
cm-ovt-ac5277e0-e59c-498d-acdc-eea623daa51b,confirmed,วัน เมดิคอล คลินิก,,cm,เมืองเชียงใหม่,ป่าแดด,18.76765251159668,98.9817886352539,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-183-l.jpg,https://motdang.net/cm/p/527705949862351.html
cm-ovt-ad8718dd-b858-45c3-a97b-a2e8d49e37d5,confirmed,บริษัท อู่นัมเบอร์วัน เซอร์วิส จำกัด,,cm,เมืองเชียงใหม่,ท่าศาลา,18.76413345336914,99.03697967529297,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-026-l.jpg,https://motdang.net/cm/p/8718858453972849375.html
cm-ovt-ade086f2-6bf9-4a93-b494-835a7f8ca377,confirmed,โอทูยิม,,cm,เมืองเชียงใหม่,ป่าแดด,18.767870903015137,98.98127746582031,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-184-l.jpg,https://motdang.net/cm/p/08626949349483578377.html
cm-ovt-b6f1d9bc-cefa-4524-ab1c-b55e335c44c7,confirmed,ร้านบ้านหยอดเหรียญ พีระเซอร์วิส สาขาเชียงใหม่,,cm,เมืองเชียงใหม่,ท่าศาลา,18.772143363952637,99.0411376953125,2026-09-23,1,,https://motdang.net/cm/p/6194524155335447.html
cm-ovt-b82562a6-992b-471e-b2e5-ebf032063330,confirmed,Kustom Build Chiang mai,Kustom Build Chiang mai,cm,เมืองเชียงใหม่,,18.767355918884277,98.98429870605469,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-175-l.jpg,https://motdang.net/cm/p/kustom-build-chiang-mai-82562699247125032063330.html
cm-ovt-b8e9eda4-9bfb-4470-9dac-c4251f3e7cb8,confirmed,Parano Condo @Chiang Mai,Parano Condo @Chiang Mai,cm,เมืองเชียงใหม่,ท่าศาลา,18.764848709106445,99.0351333618164,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-031-l.jpg,https://motdang.net/cm/p/parano-condo-chiang-mai-8949447094251378.html
cm-ovt-ba906ffd-1450-42fa-a097-a161947df94a,confirmed,ล้านนาแอนติค,,cm,เมืองเชียงใหม่,หายยา,18.777466773986816,98.97714233398438,2026-09-23,1,,https://motdang.net/cm/p/90614504209716194794.html
cm-ovt-be242369-94be-4c4f-aca2-c2190a143649,confirmed,Goldstar Club,Goldstar Club,cm,เมืองเชียงใหม่,สุเทพ,18.777318000793457,98.97657012939453,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-226-l.jpg,https://motdang.net/cm/p/goldstar-club-242369944422190143649.html
cm-ovt-beccea3a-4257-423b-a52a-0cf4646a8ded,confirmed,Ping Audio Shop,Ping Audio Shop,cm,เมืองเชียงใหม่,หนองป่าครั่ง,18.78535747528076,99.04145050048828,2026-09-23,1,,https://motdang.net/cm/p/ping-audio-shop-3425742352046468.html
cm-ovt-c186452a-b7a5-4d2f-ab0d-e711783b4214,confirmed,คริสตัล สเตนเลส เชียงใหม่,,cm,เมืองเชียงใหม่,,18.767412185668945,98.98388671875,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-176-l.jpg,https://motdang.net/cm/p/186452754207117834214.html
cm-ovt-c21fc7cf-6d2f-4a38-8b22-e6d4eb0e5019,confirmed,Risa Thai Massage,Risa Thai Massage,cm,เมืองเชียงใหม่,ศรีภูมิ,18.792908668518066,98.98207092285156,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-c21fc7cf-6d2f-4a38-8b22-e6d4eb0e5019.jpg,https://motdang.net/cm/p/risa-thai-massage-217624388226405019.html
cm-ovt-c290ee4d-5893-45a4-b499-bc8d01460566,confirmed,เฮีย ส หัวปลาหม้อไฟ,,cm,เมืองเชียงใหม่,ช้างคลาน,18.76765727996826,98.98429870605469,2026-09-23,1,,https://motdang.net/cm/p/29045893454499801460566.html
cm-ovt-c342d1d4-ba52-4604-a6ab-6fc474904a9d,confirmed,Marsha's Clinic,Marsha's Clinic,cm,เมืองเชียงใหม่,หนองหอย,18.75709819793701,99.00035858154297,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-117-f.jpg,https://motdang.net/cm/p/marsha-s-clinic-34214524604664749049.html
cm-ovt-c478848c-6d50-4a0b-88f7-75a073c23c42,confirmed,Siam Lanna Massage,Siam Lanna Massage,cm,เมืองเชียงใหม่,หนองป่าครั่ง,18.786483764648438,99.0415267944336,2026-09-23,1,,https://motdang.net/cm/p/siam-lanna-massage-47884865040887750732342.html
cm-ovt-c5651b84-3174-4802-93df-d7be98abf0a0,confirmed,วิโรจน์ยนต์อ้อมเมือง สีพ่นรถยนต์เชียงใหม่,,cm,เมืองเชียงใหม่,หนองหอย,18.761871337890625,99.02094268798828,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-065-r.jpg,https://motdang.net/cm/p/565184317448029379800.html
cm-ovt-c6ccf719-f3c3-4c72-9941-b5a77a24d4f0,confirmed,Lion Fitness,Lion Fitness,cm,เมืองเชียงใหม่,หนองหอย,18.76260471343994,99.02273559570312,2026-09-23,1,,https://motdang.net/cm/p/lion-fitness-67193347299415772440.html
cm-ovt-c8dce874-4805-4eeb-bf36-4c0886373ecc,confirmed,อู่นพนางนวล,,cm,เมืองเชียงใหม่,หนองหอย,18.75842571258545,98.99971008300781,2026-09-23,1,,https://motdang.net/cm/p/8874480543640886373.html
cm-ovt-caba3c0e-4d68-4529-aed2-c857a38a15f0,confirmed,เซเว่นอีเลฟเว่น,,cm,เมืองเชียงใหม่,ช้างคลาน,18.76782512664795,98.98326110839844,2026-09-23,1,,https://motdang.net/cm/p/304684529285738150.html
cm-ovt-cc6f8b5e-3a80-4552-bf0c-e227b522729f,confirmed,Makita Showroom Chiangmai,Makita Showroom Chiangmai,cm,เมืองเชียงใหม่,,18.766294479370117,98.9875717163086,2026-09-23,1,,https://motdang.net/cm/p/makita-showroom-chiangmai-68538045520227522729.html
cm-ovt-ce360a66-30b9-498e-8712-30205f774809,confirmed,เชียงใหม่โลหะภัณฑ์,,cm,เมืองเชียงใหม่,ป่าแดด,18.761707305908203,98.99562072753906,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-ce360a66-30b9-498e-8712-30205f774809.jpg,https://motdang.net/cm/p/36066309498871230205774809.html
cm-ovt-d0537261-825d-4947-ae3f-c7b023152430,confirmed,Block and Play Cafe,Block and Play Cafe,cm,เมืองเชียงใหม่,ท่าศาลา,18.763179779052734,99.0256576538086,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-d0537261-825d-4947-ae3f-c7b023152430.jpg,https://motdang.net/cm/p/block-and-play-cafe-0537261825494737023152430.html
cm-ovt-d17d623c-57d9-437f-9ff3-88c42f9c73c0,confirmed,The One Mattress & Sofa,The One Mattress & Sofa,cm,เมืองเชียงใหม่,ช้างคลาน,18.767864227294922,98.98294067382812,2026-09-23,1,,https://motdang.net/cm/p/the-one-mattress-sofa-176235794379388429730.html
cm-ovt-d27b74a0-97fa-4928-8a36-21d6fb0f6d15,confirmed,ปาล์ม สปริงส์ เพลซ,,cm,เมืองเชียงใหม่,หนองหอย,18.76225757598877,99.02304077148438,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-064-l.jpg,https://motdang.net/cm/p/277409749288362160615.html
cm-ovt-d35a7969-64a1-4632-b1ea-bd6e059d0992,confirmed,The V-Sage Clinic เชียงใหม่,,cm,เมืองเชียงใหม่,ป่าแดด,18.76786994934082,98.98025512695312,2026-09-23,1,,https://motdang.net/cm/p/the-v-sage-clinic-3579696414632160590992.html
cm-ovt-d55b3f58-410c-497e-9866-ee5c1094a4e2,confirmed,Kabuki Shabu and Sushi Premium Buffet,Kabuki Shabu and Sushi Premium Buffet,cm,เมืองเชียงใหม่,,18.777419090270996,98.9770278930664,2026-09-23,1,,https://motdang.net/cm/p/kabuki-shabu-and-sushi-premium-buffet-5535841049798665109442.html
cm-ovt-d678613b-ad6d-4ca5-99a5-c4d4f4e6317d,confirmed,ดวงเดือนเพลส,,cm,เมืองเชียงใหม่,ป่าแดด,18.76805019378662,98.97929382324219,2026-09-23,1,,https://motdang.net/cm/p/6786136459954446317.html
cm-ovt-d750a232-0c69-475c-9990-341b5c8a3473,confirmed,Greather Coffee,Greather Coffee,cm,เมืองเชียงใหม่,ศรีภูมิ,18.78954029083252,98.97940063476562,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-place-cm-ovt-d750a232-0c69-475c-9990-341b5c8a3473.jpg,https://motdang.net/cm/p/greather-coffee-7502320694759990341583473.html
cm-ovt-d7c42066-548b-49dd-ab99-af8824dc9148,confirmed,Chiang Mai Airport Animal Hospital,Chiang Mai Airport Animal Hospital,cm,เมืองเชียงใหม่,ช้างคลาน,18.764565467834473,98.99227905273438,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-150-r.jpg,https://motdang.net/cm/p/chiang-mai-airport-animal-hospital-742066548499988249148.html
cm-ovt-d9fcecf1-7f9f-4d89-8ec0-6cfd23cb0c2c,confirmed,At East Lighting Chiangmai,At East Lighting Chiangmai,cm,เมืองเชียงใหม่,,18.76667881011963,98.98649597167969,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-168-l.jpg,https://motdang.net/cm/p/at-east-lighting-chiangmai-91794898062302.html
cm-ovt-ddcc7b9e-56c3-4ff1-94d3-06aff6d59cfb,confirmed,เจริญมอเตอร์ เชียงใหม่ (ถนนมหิดล),,cm,เมืองเชียงใหม่,หนองหอย,18.760239601135254,99.01687622070312,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-077-r.jpg,https://motdang.net/cm/p/795634194306659.html
cm-ovt-e1977f07-8a7e-4acb-83fd-7cf17ef1adf8,confirmed,Inthanin Coffee สหกรณ์รถแดง,,cm,เมืองเชียงใหม่,หนองหอย,18.761879920959473,99.02262115478516,2026-09-23,1,,https://motdang.net/cm/p/inthanin-coffee-1977078748371718.html
cm-ovt-e20c0bcb-ad03-446b-bf1b-e4b554ac6c1d,confirmed,คลินิกหู คอ จมูก ไชยวัฒน์-ธันยธร,,cm,เมืองเชียงใหม่,ป่าแดด,18.76369571685791,98.99272918701172,2026-09-23,1,,https://motdang.net/cm/p/200034461455461.html
cm-ovt-e442e4e9-8a4c-46ec-859b-6fb0d0f69107,confirmed,โรงพิมพ์เชียงใหม่ เอราวัณการพิมพ์ - Arawan Printing,,cm,เมืองเชียงใหม่,ศรีภูมิ,18.79111957550049,98.98237609863281,2026-09-23,1,https://nanobotco.github.io/field/photos/2026-09-23/ride-20260923-ab2131-348-r.jpg,https://motdang.net/cm/p/arawan-printing-44249844685960069107.html
