status,id,name,kind,lat,lng,motdang_url
added,cr-curated-urthe-central-chiangrai,URTHE,fashion store,19.886284,99.8330265,https://motdang.net/cr/p/urthe-crcuratedurthecentralchiangrai.html
added,cr-curated-the-face-shop-central-chiangrai,THE FACE SHOP,cosmetics shop,19.886284,99.8330265,https://motdang.net/cr/p/the-face-shop-crcuratedthefaceshopcentralchiangrai.html
added,cr-curated-cute-press-central-chiangrai,cute press,cosmetics shop,19.886284,99.8330265,https://motdang.net/cr/p/cute-press-crcuratedcutepresscentralchiangrai.html
added,cr-curated-dtac-hall-central-chiangrai,dtac hall,mobile network service shop,19.886284,99.8330265,https://motdang.net/cr/p/dtac-hall-crcurateddtachallcentralchiangrai.html
added,cr-curated-bonchon-central-chiangrai,Bonchon,Korean fried chicken restaurant,19.886284,99.8330265,https://motdang.net/cr/p/bonchon-crcuratedbonchoncentralchiangrai.html
confirmed,cr-curated-clock-tower,หอนาฬิกาเฉลิมพระเกียรติฯ เชียงราย,sights,,,https://motdang.net/cr/p/chiang-rai-clock-tower-crcuratedclocktower.html
confirmed,cr-osm-node-2121910374,น้ำพุร้อนแม่ขะจาน,sights,,,https://motdang.net/cr/p/hot-springs-mae-khachan-2121910374.html
confirmed,cr-osm-node-2138298548,วัดห้วยส้ม,wat,,,https://motdang.net/cr/p/wat-huai-som-2138298548.html
confirmed,cr-osm-node-2138306718,วัดป่าตึงงาม,wat,,,https://motdang.net/cr/p/wat-pa-tueng-ngam-2138306718.html
confirmed,cr-osm-node-2326555960,วัดมุงเมือง,sights/wat,,,https://motdang.net/cr/p/mung-mang-temple-ruin-2326555960.html
confirmed,cr-osm-node-8946977368,พาเวอร์บาย,repair,,,https://motdang.net/cr/p/power-buy-8946977368.html
confirmed,cr-osm-way-1110659333,เซ็นทรัล เชียงราย,shopping,,,https://motdang.net/cr/p/central-chiang-rai-1110659333.html
confirmed,cr-osm-way-387050901,ตลาดสดเทศบาล ๑,market,,,https://motdang.net/cr/p/municipal-market-1-387050901.html
confirmed,cr-osm-way-387050904,วัดมิ่งเมือง,wat,,,https://motdang.net/cr/p/wat-ming-mueang-387050904.html
confirmed,cr-osm-way-959733189,Knifeshift,food,,,https://motdang.net/cr/p/knifeshift-959733189.html
confirmed,cr-osm-way-960935005,ข้าวมันไก่จักรพรรดิ,food,,,https://motdang.net/cr/p/chakrapad-chicken-rice-960935005.html
confirmed,cr-osm-way-961802267,Nari Cafe,food,,,https://motdang.net/cr/p/nari-cafe-961802267.html
confirmed,cr-osm-way-963169294,Fika,food,,,https://motdang.net/cr/p/fika-963169294.html
confirmed,cr-ovt-280972ac-dd2d-4502-8d44-32a66ade7496,วัดศรีมิ่งแก้ว,wat,,,https://motdang.net/cr/p/2809722450284432667496.html
confirmed,cr-ovt-2efa3b17-1cd3-4e3d-8cd1-a75b739d75d2,OWNDAYS Central Chiangrai,repair,,,https://motdang.net/cr/p/owndays-central-chiangrai-231713438175739752.html
confirmed,cr-ovt-41497dbf-9092-4edf-afd0-d4c50cfb170b,วัดเหมืองลึก,community,,,https://motdang.net/cr/p/41497909240450170.html
confirmed,cr-ovt-548302ef-8740-4375-98a7-7c1633941bb7,วัดแสงแก้วโพธิญาณ,wat,,,https://motdang.net/cr/p/54830287404375987716339417.html
confirmed,cr-ovt-61844bd4-68dd-46eb-b591-df0ef460e215,Oriental Jewelry & Gold,shopping,,,https://motdang.net/cr/p/oriental-jewelry-gold-61844468465910460215.html
confirmed,cr-ovt-79d9e14e-cb34-42a2-a007-15578dc4f05b,Antiques Cafe,food,,,https://motdang.net/cr/p/antiques-cafe-799143442200715578405.html
confirmed,cr-ovt-bb0d8000-ffa3-49d4-a1dc-9cad9b2212d0,รัตนาสังฆภัณฑ์,business,,,https://motdang.net/cr/p/08000349419922120.html
confirmed,cr-ovt-f01f1079-a2bb-466d-9a87-a54f7897f545,ร้านศิริวัฒนา,shopping,,,https://motdang.net/cr/p/0110792466987547897545.html
